year,open,close,period,next_open,cum_days,time_steps,G_menardii,G_siponifera,O_universa,G_saculifer,G_ruber_pink,G_ruber_white,P_obliquiloculata,N_dutertrei,G_calida,G_crassaformis,G_glutinata,G_truncatulinoides,G_bulloides,G_falconensis,G_tumida,G_ungulata,H_pelagica,G_scitula,S_dehiscens,G_tenellus,G_rubescens,B_digitata,D_anfracta,C_nitida
2011,22/04/11,29/04/11,7,0,1201,,8,3.14,14.29,19.43,33.43,7.14,10.29,15.71,8,10.29,0.86,8.29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,29/04/11,06/05/11,7,0,1208,,1.14,4.86,4.57,5.43,10,2.57,1.43,7.71,4.29,1.14,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,06/05/11,13/05/11,7,0,1215,,1.14,12.29,5.14,14.57,42.29,42,2.57,8.86,14.29,0.57,4.29,2.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,13/05/11,20/05/11,7,0,1222,,3.43,7.43,6.57,7.71,33.43,27.14,8.86,20,6.86,4.57,3.71,8.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,20/05/11,27/05/11,7,0,1229,,2.29,3.71,4.29,12.29,32.57,23.71,3.43,7.71,8.57,1.71,1.71,2.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,27/05/11,03/06/11,7,0,1236,,2.57,8,4.29,5.14,22.57,20.57,5.14,9.71,8.29,1.43,1.71,1.71,0.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,03/06/11,10/06/11,7,0,1243,,0.57,20.57,7.43,7.43,35.43,40.57,2.29,5.14,37.71,2.29,7.43,1.71,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,10/06/11,24/06/11,14,0,1257,,16,8.57,13.14,25.43,28.29,15.14,4,8.86,10.29,4,1.43,5.71,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,24/06/11,08/07/11,14,0,1271,,9.43,6.86,8.57,18,21.43,12,1.14,5.71,5.14,5.43,1.43,3.43,0.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,08/07/11,22/07/11,14,0,1285,,3.43,5.14,10.29,22.29,35.71,29.43,1.43,4.86,4.86,8.29,0.86,1.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,22/07/11,09/08/11,18,5,1303,,1.33,7.11,5.33,12.44,22.89,7.78,1.33,4.22,3.33,3.56,0.22,1.11,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,14/08/11,28/08/11,14,0,1322,,3.43,6.43,3.43,11,30.43,22.57,0.14,1,5.57,11,0.14,0.43,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,28/08/11,11/09/11,14,0,1336,,0,20.86,3.14,36.57,52.86,42,0,0.29,5.14,3.43,0.57,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,11/09/11,25/09/11,14,0,1350,,4.57,13.14,24.57,195.43,190.57,215.14,0.57,5.14,4.86,5.14,6.29,4.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,25/09/11,09/10/11,14,0,1364,,0.57,20.29,4.29,39.43,10.57,22.86,0,0.86,13.71,1.71,3.71,1.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,09/10/11,23/10/11,14,0,1378,,11.43,6,3.71,77.43,177.14,238,0.86,9.71,7.71,2.29,25.14,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,23/10/11,30/10/11,7,0,1385,,2.86,9.14,1.14,95.43,46.86,13.71,1.14,5.14,6.29,0.57,5.14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,30/10/11,06/11/11,7,0,1392,,2.57,3.43,0.29,14.57,9.14,8.57,2.86,5.14,10.29,0.57,1.43,4.29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,06/11/11,13/11/11,7,0,1399,,13.43,3.14,2.86,8.29,10.57,10,24.57,18.86,9.14,0.57,1.43,0.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,13/11/11,20/11/11,7,0,1406,,36,4,3.43,6.29,18.86,25.71,37.14,25.71,5.71,1.14,6.29,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,20/11/11,27/11/11,7,0,1413,,19.43,38.86,3.43,35.43,52.57,59.43,23.43,28,6.29,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,27/11/11,04/12/11,7,0,1420,,2.57,9.14,2.86,11.71,9.14,7.43,7.71,6.29,2.29,0,1.14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,04/12/11,11/12/11,7,0,1427,,22.29,16.57,2.29,33.14,26.29,41.71,24.57,62.86,13.14,0,6.86,0,0,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,11/12/11,18/12/11,7,0,1434,,19.43,8.57,6.86,18.86,25.71,25.14,42.86,35.43,6.29,1.14,2.86,1.14,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,18/12/11,25/12/11,7,0,1441,,9.71,39.43,11.43,33.71,14.29,28.57,28,25.71,18.86,2.29,2.86,2.86,0.57,101.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,25/12/11,01/01/12,7,0,1448,,4,78.29,2.29,12,9.71,9.71,13.14,21.71,16,0.57,0.57,7.43,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,01/01/12,08/01/12,7,0,1455,,4.57,22.29,2.29,8.57,12,14.86,8.57,26.29,23.43,0,4.57,7.43,0,49.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,08/01/12,15/01/12,7,0,1462,,3.71,5.71,1.14,7.14,6.86,9.43,5.71,12.86,8,0,1.71,17.43,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,15/01/12,22/01/12,7,0,1469,,8.57,12,4,16.57,17.71,24,18.86,17.71,6.86,0.57,5.14,74.29,0,21.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,22/01/12,29/01/12,7,0,1476,,1.43,5.71,1.71,7.43,5.14,11.71,9.14,10.29,7.43,0,2.86,52.86,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,29/01/12,05/02/12,7,0,1483,,0.57,0.57,0,2.86,1.14,2.57,0.86,1.71,4.29,0,0.29,20.29,0,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,05/02/12,12/02/12,7,44,1490,,0,0.57,0,0,0.29,0.57,0.57,0.57,1.14,0,0.29,3.14,0,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,27/03/12,03/04/12,7,0,1541,,2.57,10.29,2.57,8.57,8.57,2.29,1.14,7.43,28.57,2.86,0.57,37.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,03/04/12,10/04/12,7,0,1548,,12.86,19.43,5.71,6.29,5.71,4.57,3.43,6,45.43,2.29,0.86,18.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10/04/12,17/04/12,7,0,1555,,11.43,60.57,22.86,27.43,40,50.86,8.57,18.86,81.14,2.86,8.57,44,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,17/04/12,24/04/12,7,0,1562,,0.86,39.43,2.86,8,27.71,23.71,0.57,5.71,27.14,2,1.71,14.29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,24/04/12,01/05/12,7,0,1569,,2.86,29.71,19.43,21.14,46.86,19.43,3.43,10.29,28.57,1.71,1.14,22.29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,01/05/12,08/05/12,7,0,1576,,21.71,23.43,43.43,111.43,94.29,40,24,37.14,22.29,0.57,13.71,1.71,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,08/05/12,15/05/12,7,0,1583,,18.86,21.14,37.14,91.43,43.43,24.57,9.71,29.14,17.14,1.14,16.57,5.71,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,15/05/12,22/05/12,7,0,1590,,1.71,72.29,8,5.14,14.86,7.14,0.29,10.57,34.57,10.86,3.71,4.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,22/05/12,29/05/12,7,0,1597,,1.43,17.43,2.86,4.29,12,8.29,1.14,12.86,39.71,1.43,4.57,1.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,29/05/12,05/06/12,7,0,1604,,4,24.57,18.29,22.29,48.57,21.71,1.71,10.29,27.43,12,5.71,4.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,05/06/12,12/06/12,7,0,1611,,1.71,7.71,3.14,2.57,16.29,8,0,2,11.14,0.86,1.43,0.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,12/06/12,19/06/12,7,0,1618,,3.43,13.71,9.71,16.86,26.86,14.29,0.29,2.29,22,4.86,1.14,2.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,19/06/12,26/06/12,7,0,1625,,0.57,6.29,3.71,5.14,12.29,4.29,0,1.43,9.14,6.86,1.14,4.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,26/06/12,03/07/12,7,0,1632,,1.14,4.57,2.86,24.57,58.86,78.86,0,8,6.29,3.43,5.71,1.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,03/07/12,10/07/12,7,0,1639,,6.86,14.29,20,106.86,126.29,124,0.57,28.57,13.14,0.57,10.86,1.71,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10/07/12,17/07/12,7,0,1646,,0.29,0,0,1.14,2.86,2,0,0,0,0,0.29,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,17/07/12,24/07/12,7,0,1653,,0.29,0.29,1.14,2.86,5.43,5.71,0.29,0.57,1.14,0.57,1.71,0.29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,24/07/12,31/07/12,7,0,1660,,0.57,8.29,3.43,8.86,12,8.86,0,0.86,6.57,1.71,1.14,0.29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,31/07/12,07/08/12,7,0,1667,,1.43,13.43,2.86,9.71,30.57,22.29,0.29,4,8.57,2,0.86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,07/08/12,14/08/12,7,1,1674,,2.86,56,15.43,53.14,138.86,96,0,10.86,50.86,23.43,3.43,5.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,15/08/12,29/08/12,14,0,1689,,1.14,22,9.14,37.14,56,24.29,0.29,2.86,15.43,16.57,0,1.43,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,29/08/12,12/09/12,14,0,1703,,2.29,4.86,6,69.43,76,28.29,0,3.14,17.14,0.57,0.29,0.29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,12/09/12,26/09/12,14,0,1717,,1.43,18.57,8.86,34.29,38,22.57,0,1.71,15.43,2.57,2.57,0.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,26/09/12,10/10/12,14,0,1731,,25.43,11.14,3.14,9.14,35.71,20.57,0.57,10.29,15.43,3.43,1.14,0.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10/10/12,24/10/12,14,0,1745,,5.43,20.57,5.43,18.57,16.57,14,0.29,4,7.71,1.14,0.86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,24/10/12,07/11/12,14,0,1759,,6,4.29,1.14,8.29,12.86,14.14,2.14,3.43,4.29,0.14,1.14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,07/11/12,14/11/12,7,0,1766,,12,34.86,12.57,93.71,49.14,44.57,22.86,6.29,12.57,0.57,1.71,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,14/11/12,21/11/12,7,0,1773,,5.43,64.29,5.71,27.71,9.14,12.29,12,8,8.29,2.29,0.86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,21/11/12,28/11/12,7,0,1780,,6.86,15.43,4,18.86,9.71,58.29,29.14,19.43,5.14,1.14,5.14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,28/11/12,05/12/12,7,0,1787,,23.14,6.57,3.71,20.86,7.71,26.29,34.29,14.57,3.43,2,0.57,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,05/12/12,12/12/12,7,0,1794,,7.14,3.43,2.29,16.29,1.14,6.29,15.43,10.57,4,0.29,0.57,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,12/12/12,19/12/12,7,0,1801,,4,4.29,0,3.43,0.86,7.14,3.71,13.14,2.86,0.57,0.29,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,19/12/12,26/12/12,7,0,1808,,3.43,2.86,0,1.43,0.29,2.29,2,4.29,2.86,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,26/12/12,02/01/13,7,0,1815,,4.29,2.57,1.14,2.29,2.57,5.14,12.86,7.71,5.71,0,0.29,0.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,02/01/13,09/01/13,7,0,1822,,24.57,8.57,1.71,20.57,6.86,20,113.14,40.57,29.71,2.29,1.14,4.57,0,5.71,0,0.57,1.14,0,1.14,0,0,3.43,0,0
2013,09/01/13,16/01/13,7,0,1829,,3.71,5.71,0.57,6,1.14,4.86,36.57,24.57,11.71,0,0,4,0.86,7.43,0,0,0.29,0,0.57,0,0,0.29,0,0
2013,16/01/13,23/01/13,7,0,1836,,16.57,6.86,1.14,8.57,5.71,12.57,70.29,66.29,34.86,0,2.86,15.43,0.57,4,0,0,0,0,0,0,0,2.29,0,0
2013,23/01/13,30/01/13,7,8,1843,,2.86,1.43,1.14,9.71,5.43,19.14,17.71,24.57,19.71,0.29,1.14,30,0,3.14,0,0,0,0,0.29,0,0,0.57,0,0
2013,07/02/13,14/02/13,7,0,1858,,4.57,64.71,1.71,12,10.29,9.71,9.14,28.57,150,7.43,9.71,932.35,0,0,0,0,0,0,0.57,0,0,1.71,1.71,0
2013,14/02/13,21/02/13,7,0,1865,,1.14,4,1.43,8.86,9.14,7.43,4.57,7.43,23.14,2.29,1.43,67.71,0,0,0,0,0,0,0,0,0.29,2,0,0
2013,21/02/13,07/03/13,14,0,1879,,5.43,3.71,3.14,125.43,56,76.57,37.71,45.71,104,0.86,12.57,68.86,2.57,1.14,0.29,0.57,0.57,0,0,0,0,5.43,0,0
2013,07/03/13,21/03/13,14,0,1893,,4.57,42,23.14,55.43,62.57,57.14,65.43,58.57,86.29,1.71,25.71,38,1.14,0.29,0,0,0,0,0.29,0.29,0.86,2,0,0
2013,21/03/13,04/04/13,14,0,1907,,17.71,16.57,10,16.57,49.14,27.43,22.57,49.71,106.57,5.14,24,79.71,0.29,0,0.57,1.71,0.86,0,0.29,0.29,0,6,1.14,0
2013,04/04/13,18/04/13,14,0,1921,,6.29,7.43,0.57,31.14,21.43,26,11.14,28.29,71.43,2.57,3.71,13.43,0,0,0.29,0.29,0.57,0,0,0.29,1.43,3.71,1.14,0
2013,18/04/13,02/05/13,14,0,1935,,9.71,4.29,10,57.14,24,20.57,6.86,14.57,41.71,1.14,3.71,10,0,0,0,0.86,2,0,0.29,0.29,0.86,2.57,0.57,0
2013,02/05/13,16/05/13,14,0,1949,,2.43,7.57,4.14,9.43,7.71,6.29,1.57,4.86,19.57,4.14,0.43,9.57,0,0.14,0,0,1.14,0,0,0,0,3.14,0.14,0
2013,16/05/13,30/05/13,14,0,1963,,3.71,6.43,3.86,8.29,7.71,5.86,1.57,3.57,28.14,2.57,1.14,3.29,0,0.14,0,0.29,0.57,0,0,0,0,3.71,0,0
2013,30/05/13,13/06/13,14,0,1977,,2,5.71,3.86,4.14,5.71,6.71,1,1.14,17.43,2.14,1.43,1.57,0,0,0.14,0,0.57,0,0,0.14,0,3.14,0,0
2013,13/06/13,27/06/13,14,0,1991,,0.14,5.29,3.14,2.14,6.43,7.43,0.43,0.71,18.71,0.29,0.14,0.57,0,0,0,0.14,0.71,0,0,0,0,3.29,0.57,0
2013,27/06/13,11/07/13,14,0,2005,,1,4.71,4.71,2,6.29,9,0.14,1.14,14.14,1.57,1.57,1.29,0.14,0,0.14,0.29,1.29,0,0,0,0,2.14,0.57,0
2013,11/07/13,25/07/13,14,0,2019,,0.43,3.43,2.71,13,12.57,23.29,0,0.86,9.43,1,1.57,0.57,0,0,0,0,0.57,0,0,0.29,0.14,2.57,0.43,0
2013,25/07/13,08/08/13,14,0,2033,,0,6.71,3.29,7.43,11.86,15.43,1.29,0.71,0.43,0,0.43,0.29,0,0.14,0,0,0.86,0,0,0,0.14,0.71,0.14,0
2013,08/08/13,22/08/13,14,0,2047,,0.14,3.43,3.86,12,15.86,16.29,0.29,0.29,9.71,0.86,1,1,0,0,0,0,0.14,0,0,0.14,0.29,0.57,0.14,0.29
2013,22/08/13,05/09/13,14,0,2061,,0.57,1.43,1.86,6.57,8.43,3.86,0.57,1.43,3,0.14,0,0.71,0,0,0,0,0,0,0,0,0,0.29,0,0
2013,05/09/13,19/09/13,14,0,2075,,0.29,3.29,2.43,5.71,28.86,12,0,2.14,3,0.71,0.57,0,0,0,0,0,0,0,0,0,0,0.57,0,0
2013,19/09/13,03/10/13,14,0,2089,,0.57,4.57,1.14,4.29,36,24.29,0.29,0.29,9.14,0,0.86,0,0,0,0,0,1.71,0,0,0,0,1.14,0.86,0
2013,03/10/13,17/10/13,14,0,2103,,0.43,6.29,0.86,5.86,26.71,13.14,0,2.57,5.86,0.86,0.57,0.29,0,0,0,0,0.14,0,0,0,0,1,0,0
2013,17/10/13,31/10/13,14,0,2117,,2.86,4.43,3.14,5.43,22.86,11.14,0.14,2,4.86,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0.57,0,0.14
2013,31/10/13,14/11/13,14,9,2131,,1,0.43,0.71,1.86,3.71,2.57,0.29,0,1.14,0,0.14,0.29,0,0.14,0,0,0,0,0,0,0,0,0,0
2013,23/11/13,30/11/13,7,0,2147,,10.29,9.43,0.29,5.43,4.86,4.29,35.43,30.29,5.43,0.29,0.86,0,0,0,0,0,2.57,0,1.14,0,0,0.86,0,0
2013,30/11/13,07/12/13,7,0,2154,,4,17.71,0.57,1.14,2.86,7.43,88,48.57,13.14,0,2.86,0,0.57,0.57,0,0,0.57,0,0.57,0,0,0,0,0
2013,07/12/13,14/12/13,7,0,2161,,2.86,10.57,2,6.29,4,4,56.57,37.71,5.43,0.29,0.86,0,0,1.71,0,0,0,0,2.57,0,0,0.57,0,0
2013,14/12/13,21/12/13,7,0,2168,,4,5.43,1.71,3.43,1.14,0.86,13.14,6.86,1.71,1.43,0,0,0,0,0,0,0.29,0,1.14,0,0,0,0,0
2013,21/12/13,28/12/13,7,0,2175,,2.86,4,1.43,2.57,0.57,0.29,11.71,6.86,5.43,0,0,0.57,0,0,0.29,0,0,0,2.57,0,0,0,0,0
2013,28/12/13,04/01/14,7,0,2182,,0,5.43,1.14,0.86,0.86,0.86,3.71,5.43,5.71,0,0,0.57,0,0,0,0,0,0,0.57,0,0,0.29,0.29,0
2014,04/01/14,11/01/14,7,0,2189,,1.14,0.29,0.29,1.14,0,0.57,4.29,3.43,6.86,0.86,0,6,0,0,0,0,0,0,3.71,0,0,0,0,0
2014,11/01/14,18/01/14,7,0,2196,,1.14,0,1.71,1.43,0.86,0.86,7.14,5.43,4,0.29,0.57,7.43,0,0.86,0,0.29,0,0,0.29,0,0,0.86,0,0
2014,18/01/14,25/01/14,7,0,2203,,5.71,2.29,1.14,2.86,6.86,6.86,45.71,34.86,16,0,8,57.71,0,2.29,0,0.57,0.57,0,0.57,0,0,0,1.71,0
2014,25/01/14,01/02/14,7,0,2210,,12.57,32,3.43,7.43,12.57,13.14,66.29,57.71,119.43,5.71,21.71,609.14,0,1.71,0.57,0,0.57,0,2.86,0,0,3.43,0,0
2014,01/02/14,08/02/14,7,0,2217,,6.29,18.29,0,4.57,6.86,7.43,31.43,44.57,44.57,4,6.29,430.86,0,1.71,0,0.57,0.57,0,0,0,0.57,0.57,0.57,0
2014,08/02/14,15/02/14,7,0,2224,,2,0.29,0,0.57,2.29,2.29,0.86,4.57,7.43,0.29,1.43,26,0,0.29,0,0.29,0,0,0,0,0,0.86,0,0
2014,15/02/14,22/02/14,7,0,2231,,2.86,4,0,2.29,4,2.86,6.86,10.86,15.71,0.29,1.14,42,0.29,1.71,0,0,0.29,0.57,0.29,0,0,0.57,0,0
2014,22/02/14,01/03/14,7,0,2238,,2.29,2.57,0.86,1.71,2.57,2.86,4.86,5.14,9.43,1.43,2.29,32,0,0.57,0,0,0,0,0,0,0,0.29,0,0
2014,01/03/14,09/03/14,8,NA,2246,,3,6,0.75,2.75,5.5,6.25,5.25,9.5,28,1,2.5,37.25,0,2.5,0,0,0.25,0,0,0,0.5,0.5,0.25,0
